,video-id,t-start,t-end,label
150,P01_17,720.4,731.0,46
151,P01_17,741.0,745.2,46
152,P01_17,757.76,766.12,46
153,P01_17,773.4,816.3,10
154,P01_17,821.52,822.72,36
155,P01_18,2.9,4.2,1
156,P01_18,16.4,18.0,9
157,P01_18,21.5,26.1,46
158,P01_18,28.1,29.7,46
159,P01_18,32.1,38.8,46
160,P01_18,41.0,45.0,10
161,P01_18,53.8,55.4,46
162,P01_18,112.3,114.9,46
163,P01_18,121.8,125.7,46
164,P01_18,129.1,130.2,46
165,P01_18,136.3,137.2,36
166,P01_18,167.5,168.3,83
167,P01_18,170.8,173.5,46
168,P01_18,177.1,186.0,10
169,P01_18,188.3,189.7,36
170,P01_18,254.0,255.2,83
171,P01_18,258.0,265.0,10
172,P01_18,269.4,272.6,46
173,P01_18,275.6,285.5,10
174,P01_18,286.3,288.3,36
175,P01_18,391.2,392.2,83
176,P01_18,394.2,402.0,10
177,P01_18,403.8,409.3,10
178,P01_18,424.8,433.36,46
179,P01_18,445.6,458.9,10
180,P01_18,462.64,463.76,15
181,P01_18,472.8,474.0,46
182,P01_18,475.1,476.1,46
183,P01_18,477.3,478.3,46
184,P01_18,479.5,480.5,46
185,P01_18,483.6,486.0,46
186,P01_18,488.8,490.6,46
187,P01_18,491.2,493.04,15
188,P01_18,493.6,496.2,36
189,P01_18,550.4,553.1,83
190,P01_18,551.6,564.3,10
191,P01_18,571.5,573.4,9
192,P01_18,576.6,579.3,15
193,P01_18,579.9,581.9,36
194,P01_18,747.8,750.0,83
195,P01_18,749.9,755.5,10
196,P01_18,758.24,764.36,46
197,P01_18,766.9,795.6,10
198,P01_18,802.5,803.4,9
199,P01_18,805.8,809.4,15
200,P01_18,812.2,813.8,36
201,P01_18,986.5,988.7,83
202,P01_18,989.2,1008.9,10
203,P01_18,1012.3,1013.5,36
204,P01_30,2.5,4.2,46
205,P01_30,7.5,8.5,46
206,P01_30,12.2,13.3,46
207,P01_30,46.4,56.1,46
208,P01_30,116.4,117.9,22
209,P01_30,119.1,120.3,22
210,P01_30,121.4,122.2,22
211,P01_30,122.8,123.8,22
212,P01_30,126.1,127.1,22
213,P01_30,134.2,138.3,46
214,P01_30,142.3,145.2,46
215,P01_30,192.4,193.4,22
216,P01_30,194.1,195.1,22
217,P01_30,196.2,197.2,22
218,P01_30,198.3,199.3,22
219,P01_30,205.6,206.6,46
220,P01_30,208.6,209.6,46
221,P01_30,211.9,212.9,46
222,P01_30,213.1,213.9,46
223,P01_30,217.4,218.4,46
224,P01_30,218.7,219.8,46
225,P01_32,9.3,10.3,46
226,P01_32,12.3,13.3,46
227,P01_32,16.4,17.4,46
228,P01_32,19.4,20.4,46
229,P01_32,21.9,22.9,46
230,P01_32,24.8,25.8,46
231,P01_32,27.6,28.6,46
232,P01_32,31.2,32.2,46
233,P01_32,115.3,116.3,22
234,P01_32,117.0,118.0,22
235,P01_32,118.5,119.5,22
236,P01_32,119.7,120.7,22
237,P01_32,121.3,122.3,22
238,P01_32,122.5,123.5,22
239,P01_32,125.9,126.9,22
240,P01_32,127.8,128.7,22
241,P01_32,195.2,196.2,22
242,P01_32,196.4,197.4,22
243,P01_32,197.9,198.9,22
244,P01_32,199.1,200.1,22
245,P01_32,200.4,201.4,22
246,P01_32,201.6,205.0,22
247,P01_32,206.3,207.3,22
248,P01_32,210.3,211.3,22
249,P01_32,341.3,342.3,22
250,P01_32,342.7,343.7,22
251,P01_32,344.4,345.4,22
252,P01_32,345.8,346.7,22
253,P01_32,347.4,348.4,22
254,P01_32,348.5,349.5,22
255,P01_32,350.9,351.9,22
256,P01_32,353.2,354.2,22
257,P01_32,355.7,359.0,22
258,P01_33,475.9,477.2,46
259,P01_33,495.6,499.2,46
260,P01_33,509.4,511.8,46
261,P01_33,527.8,529.8,46
262,P01_33,544.6,553.7,46
263,P01_33,560.0,562.4,46
264,P01_33,590.9,593.3,46
265,P01_33,595.7,600.2,46
266,P01_33,601.3,605.9,46
267,P01_33,608.8,612.3,46
268,P01_33,654.5,682.4,22
269,P01_33,916.5,939.0,22
270,P01_33,1131.7,1153.6,22
271,P01_33,1154.8,1157.64,12
272,P01_33,1158.4,1162.0,12
273,P01_33,1162.56,1164.88,12
274,P01_33,1165.76,1168.32,12
275,P01_33,1169.32,1173.04,12
276,P01_33,1174.12,1176.72,12
277,P01_33,1177.16,1179.68,12
278,P01_33,1191.3,1194.2,46
279,P01_33,1204.9,1207.6,46
280,P01_33,1216.4,1218.7,46
281,P01_33,1229.7,1232.0,46
282,P01_33,1262.1,1265.0,46
283,P01_33,1268.7,1271.5,46
284,P01_33,1385.6,1403.8,22
285,P01_33,1475.0,1478.32,12
286,P01_33,1479.2,1491.8,22
287,P01_33,1612.6,1625.5,22
288,P01_33,1966.72,1968.72,12
289,P01_33,1969.16,1972.28,12
290,P01_33,1973.0,1975.6,12
291,P01_33,1976.32,1977.56,12
292,P01_33,1978.76,1980.88,12
293,P01_33,1981.52,1983.04,12
294,P01_33,1983.72,1985.36,12
295,P01_33,1990.8,1992.36,11
296,P01_33,1849.1,1860.4,22
297,P01_87,5.5,19.6,7
298,P01_87,5.5,20.0,46
299,P01_87,22.0,23.5,46
300,P01_87,26.7,28.4,46
301,P01_87,35.6,37.5,46
302,P01_87,39.5,41.6,46
303,P01_87,59.52,64.32,10
304,P01_87,66.52,70.56,10
305,P01_87,176.1,178.2,46
306,P01_87,227.44,250.96,10
307,P01_87,276.2,289.8,10
308,P01_87,291.2,299.04,10
309,P01_87,299.76,303.28,10
310,P01_87,311.2,319.36,10
311,P01_87,320.6,330.96,10
312,P01_87,351.4,362.88,10
313,P01_87,365.56,373.96,10
314,P01_87,455.96,457.0,10
315,P01_87,462.0,479.24,10
316,P01_87,579.6,587.0,10
317,P01_87,606.56,615.08,10
318,P01_87,666.64,669.56,10
319,P01_87,677.28,677.48,10
320,P01_87,678.0,681.9,46
321,P01_87,682.84,684.48,10
322,P01_87,686.0,692.4,10
323,P01_87,715.3,716.9,46
324,P01_87,717.4,718.3,46
325,P01_87,710.08,711.4,10
326,P01_87,724.2,726.84,10
327,P01_87,730.3,733.3,9
328,P01_87,738.44,749.68,10
329,P01_87,755.88,762.64,10
330,P01_87,794.64,808.16,10
331,P01_87,819.08,824.24,10
332,P01_87,827.6,831.72,10
333,P01_87,835.3,837.4,46
334,P01_87,851.32,858.8,10
335,P01_87,863.16,873.32,10
336,P01_87,916.92,919.96,10
337,P01_87,921.5,938.1,46
338,P01_87,949.0,956.5,46
339,P01_87,979.3,996.9,46
340,P01_87,921.5,938.1,7
341,P01_87,949.0,956.6,7
342,P01_87,979.3,996.9,7
343,P01_87,1013.88,1017.0,10
344,P01_87,1025.68,1035.6,10
345,P01_87,1039.84,1050.96,10
346,P01_87,1090.1,1112.0,46
347,P01_87,1090.1,1112.0,7
348,P01_87,1154.0,1157.04,10
349,P01_87,1165.88,1166.72,12
350,P01_87,1168.48,1169.8,1
351,P01_87,1173.28,1175.28,10
352,P01_87,1185.04,1191.52,2
353,P01_87,1194.32,1199.92,10
354,P01_87,1201.44,1210.6,10
355,P01_87,1230.84,1232.36,10
356,P01_87,1237.48,1244.88,10
357,P01_87,1253.88,1263.84,10
358,P01_87,1282.12,1300.76,10
359,P01_87,1310.72,1347.28,10
360,P01_87,1348.48,1357.52,10
361,P01_87,1364.08,1382.0,10
362,P01_87,1387.04,1395.76,10
363,P01_87,1402.76,1415.48,10
364,P01_87,1426.28,1439.76,10
365,P01_87,1481.12,1482.44,10
