,video-id,t-start,t-end,label
77,P01_10,871.0,873.7,29
78,P01_10,873.7,880.2,34
79,P01_10,881.0,883.6,27
80,P01_10,887.4,892.4,85
81,P01_10,894.2,901.1,152
82,P01_10,903.9,905.0,29
83,P01_10,1061.3,1062.3,29
84,P01_10,1062.7,1072.8,152
85,P01_10,1081.7,1086.0,152
86,P01_10,1098.2,1101.5,85
87,P01_10,1104.8,1111.5,152
88,P01_10,1112.8,1115.3,27
89,P01_10,1117.7,1128.4,152
90,P01_10,1135.1,1149.2,32
91,P01_10,1152.2,1157.8,32
92,P01_10,1167.2,1186.2,152
93,P01_10,1192.4,1194.8,64
94,P01_10,1204.3,1222.6,152
95,P01_10,1227.8,1229.6,29
96,P01_10,1646.4,1647.1,29
97,P01_14,3.8,6.2,5
98,P01_17,12.2,14.9,31
99,P01_17,19.6,21.6,23
100,P01_17,24.1,25.1,23
101,P01_17,36.9,39.3,38
102,P01_17,42.0,47.4,23
103,P01_17,105.1,107.9,23
104,P01_17,132.8,135.8,16
105,P01_17,138.8,147.1,16
106,P01_17,152.0,155.1,31
107,P01_17,221.2,227.2,16
108,P01_17,258.2,266.5,16
109,P01_17,270.0,273.6,31
110,P01_17,277.4,283.3,51
111,P01_17,289.6,292.1,51
112,P01_17,293.9,294.9,51
113,P01_17,302.1,307.0,51
114,P01_17,307.2,309.6,16
115,P01_17,334.7,345.6,16
116,P01_17,348.0,351.6,16
117,P01_17,368.8,372.6,67
118,P01_17,376.0,387.2,67
119,P01_17,413.0,416.3,67
120,P01_17,419.2,421.9,51
121,P01_17,423.5,424.5,67
122,P01_17,428.6,448.9,67
123,P01_17,458.64,460.15999999999997,67
124,P01_17,451.7,455.6,31
125,P01_17,461.4,480.4,67
126,P01_17,482.4,483.28,5
127,P01_17,487.36,491.48,27
128,P01_17,516.68,517.2,5
129,P01_17,520.5,536.9,67
130,P01_17,549.1,555.6,43
131,P01_17,563.1,593.4,67
132,P01_17,597.1,603.3,43
133,P01_17,604.7,625.6,67
134,P01_17,629.84,632.04,5
135,P01_17,693.44,694.0,5
136,P01_17,697.6,712.8,67
137,P01_17,716.3,718.6,38
138,P01_17,720.4,731.0,85
139,P01_17,741.0,745.2,85
140,P01_17,757.76,766.12,47
141,P01_17,773.4,816.3,67
142,P01_17,821.52,822.72,5
143,P01_18,2.9,4.2,5
144,P01_18,16.4,18.0,31
145,P01_18,21.5,26.1,51
146,P01_18,28.1,29.7,51
147,P01_18,32.1,38.8,51
148,P01_18,41.0,45.0,51
149,P01_18,53.8,55.4,51
150,P01_18,112.3,114.9,23
151,P01_18,121.8,125.7,38
152,P01_18,129.1,130.2,38
153,P01_18,136.3,137.2,5
154,P01_18,167.5,168.3,5
155,P01_18,170.8,173.5,16
156,P01_18,177.1,186.0,16
157,P01_18,188.3,189.7,5
158,P01_18,254.0,255.2,5
159,P01_18,258.0,265.0,16
160,P01_18,269.4,272.6,30
161,P01_18,275.6,285.5,30
162,P01_18,286.3,288.3,5
163,P01_18,391.2,392.2,5
164,P01_18,394.2,402.0,30
165,P01_18,403.8,409.3,30
166,P01_18,424.8,433.36,34
167,P01_18,445.6,458.9,30
168,P01_18,462.64,463.76,30
169,P01_18,472.8,474.0,101
170,P01_18,475.1,476.1,101
171,P01_18,477.3,478.3,101
172,P01_18,479.5,480.5,101
173,P01_18,483.6,486.0,101
174,P01_18,488.8,490.6,38
175,P01_18,491.2,493.04,101
176,P01_18,493.6,496.2,5
177,P01_18,550.4,553.1,5
178,P01_18,551.6,564.3,34
179,P01_18,571.5,573.4,27
180,P01_18,576.6,579.3,101
181,P01_18,579.9,581.9,5
182,P01_18,747.8,750.0,5
183,P01_18,749.9,755.5,34
184,P01_18,758.24,764.36,177
185,P01_18,766.9,795.6,177
186,P01_18,802.5,803.4,27
187,P01_18,805.8,809.4,177
188,P01_18,812.2,813.8,5
189,P01_18,986.5,988.7,5
190,P01_18,989.2,1008.9,177
191,P01_18,1012.3,1013.5,5
192,P01_30,2.5,4.2,57
193,P01_30,7.5,8.5,57
194,P01_30,12.2,13.3,57
195,P01_30,46.4,56.1,38
196,P01_30,116.4,117.9,57
197,P01_30,119.1,120.3,57
198,P01_30,121.4,122.2,57
199,P01_30,122.8,123.8,57
200,P01_30,126.1,127.1,57
201,P01_30,134.2,138.3,38
202,P01_30,142.3,145.2,85
203,P01_30,192.4,193.4,57
204,P01_30,194.1,195.1,57
205,P01_30,196.2,197.2,57
206,P01_30,198.3,199.3,57
207,P01_30,205.6,206.6,32
208,P01_30,208.6,209.6,32
209,P01_30,211.9,212.9,32
210,P01_30,213.1,213.9,32
211,P01_30,217.4,218.4,32
212,P01_30,218.7,219.8,32
213,P01_32,9.3,10.3,144
214,P01_32,12.3,13.3,144
215,P01_32,16.4,17.4,144
216,P01_32,19.4,20.4,144
217,P01_32,21.9,22.9,144
218,P01_32,24.8,25.8,144
219,P01_32,27.6,28.6,144
220,P01_32,31.2,32.2,144
221,P01_32,115.3,116.3,144
222,P01_32,117.0,118.0,144
223,P01_32,118.5,119.5,144
224,P01_32,119.7,120.7,144
225,P01_32,121.3,122.3,144
226,P01_32,122.5,123.5,144
227,P01_32,125.9,126.9,144
228,P01_32,127.8,128.7,144
229,P01_32,195.2,196.2,144
230,P01_32,196.4,197.4,144
231,P01_32,197.9,198.9,144
232,P01_32,199.1,200.1,144
233,P01_32,200.4,201.4,144
234,P01_32,201.6,205.0,144
235,P01_32,206.3,207.3,144
236,P01_32,210.3,211.3,144
237,P01_32,341.3,342.3,144
238,P01_32,342.7,343.7,144
239,P01_32,344.4,345.4,144
240,P01_32,345.8,346.7,144
241,P01_32,347.4,348.4,144
242,P01_32,348.5,349.5,144
243,P01_32,350.9,351.9,144
244,P01_32,353.2,354.2,144
245,P01_32,355.7,359.0,144
246,P01_33,475.9,477.2,57
247,P01_33,495.6,499.2,57
248,P01_33,509.4,511.8,57
249,P01_33,527.8,529.8,57
250,P01_33,544.6,553.7,57
251,P01_33,560.0,562.4,57
252,P01_33,590.9,593.3,57
253,P01_33,595.7,600.2,57
254,P01_33,601.3,605.9,57
255,P01_33,608.8,612.3,57
256,P01_33,654.5,682.4,57
257,P01_33,916.5,939.0,57
258,P01_33,1131.7,1153.6,57
259,P01_33,1154.8,1157.64,57
260,P01_33,1158.4,1162.0,57
261,P01_33,1162.56,1164.88,57
262,P01_33,1165.76,1168.32,57
263,P01_33,1169.32,1173.04,57
264,P01_33,1174.12,1176.72,57
265,P01_33,1177.16,1179.68,57
266,P01_33,1191.3,1194.2,57
267,P01_33,1204.9,1207.6,57
268,P01_33,1216.4,1218.7,57
269,P01_33,1229.7,1232.0,57
270,P01_33,1262.1,1265.0,57
271,P01_33,1268.7,1271.5,57
272,P01_33,1385.6,1403.8,57
273,P01_33,1475.0,1478.32,57
274,P01_33,1479.2,1491.8,57
275,P01_33,1612.6,1625.5,57
276,P01_33,1966.72,1968.72,57
277,P01_33,1969.16,1972.28,57
278,P01_33,1973.0,1975.6,57
279,P01_33,1976.32,1977.56,57
280,P01_33,1978.76,1980.88,57
281,P01_33,1981.52,1983.04,57
282,P01_33,1983.72,1985.36,57
283,P01_33,1990.8,1992.36,5
284,P01_33,1849.1,1860.4,57
285,P01_87,5.5,19.6,51
286,P01_87,5.5,20.0,51
287,P01_87,22.0,23.5,16
288,P01_87,26.7,28.4,16
289,P01_87,35.6,37.5,16
290,P01_87,39.5,41.6,16
291,P01_87,59.52,64.32,16
292,P01_87,66.52,70.56,16
293,P01_87,176.1,178.2,128
294,P01_87,227.44,250.96,128
295,P01_87,276.2,289.8,128
296,P01_87,291.2,299.04,128
297,P01_87,299.76,303.28,128
298,P01_87,311.2,319.36,128
299,P01_87,320.6,330.96,128
300,P01_87,351.4,362.88,128
301,P01_87,365.56,373.96,128
302,P01_87,455.96,457.0,128
303,P01_87,462.0,479.24,128
304,P01_87,579.6,587.0,128
305,P01_87,606.56,615.08,128
306,P01_87,666.64,669.56,128
307,P01_87,677.28,677.48,128
308,P01_87,678.0,681.9,119
309,P01_87,682.84,684.48,34
310,P01_87,686.0,692.4,34
311,P01_87,715.3,716.9,38
312,P01_87,717.4,718.3,38
313,P01_87,710.08,711.4,34
314,P01_87,724.2,726.84,34
315,P01_87,730.3,733.3,31
316,P01_87,738.44,749.68,34
317,P01_87,755.88,762.64,34
318,P01_87,794.64,808.16,34
319,P01_87,819.08,824.24,34
320,P01_87,827.6,831.72,34
321,P01_87,835.3,837.4,38
322,P01_87,851.32,858.8,34
323,P01_87,863.16,873.32,34
324,P01_87,916.92,919.96,34
325,P01_87,921.5,938.1,43
326,P01_87,949.0,956.5,43
327,P01_87,979.3,996.9,43
328,P01_87,949.0,956.6,43
329,P01_87,1013.88,1017.0,34
330,P01_87,1025.68,1035.6,34
331,P01_87,1039.84,1050.96,34
332,P01_87,1090.1,1112.0,43
333,P01_87,1154.0,1157.04,34
334,P01_87,1165.88,1166.72,5
335,P01_87,1168.48,1169.8,5
336,P01_87,1173.28,1175.28,34
337,P01_87,1185.04,1191.52,42
338,P01_87,1194.32,1199.92,34
339,P01_87,1201.44,1210.6,34
340,P01_87,1230.84,1232.36,34
341,P01_87,1237.48,1244.88,34
342,P01_87,1253.88,1263.84,34
343,P01_87,1282.12,1300.76,34
344,P01_87,1310.72,1347.28,34
345,P01_87,1348.48,1357.52,34
346,P01_87,1364.08,1382.0,34
347,P01_87,1387.04,1395.76,34
348,P01_87,1402.76,1415.48,34
349,P01_87,1426.28,1439.76,34
350,P01_87,1481.12,1482.44,34
