,video-id,t-start,t-end,label
335,P01_9,1667.1,1673.5,34
336,P01_9,1674.3,1675.7,29
337,P01_9,1682.1,1683.1,31
338,P01_9,1686.3,1687.7,29
339,P01_9,1689.2,1690.9,94
340,P01_9,1691.2,1696.4,94
341,P01_9,1753.0,1762.9,94
342,P01_9,1784.8,1796.9,94
343,P01_9,1797.1,1801.8,94
344,P01_9,1815.0,1821.8,94
345,P01_9,1823.6,1824.6,29
346,P01_9,1826.8,1827.8,29
347,P01_9,1833.3,1834.3,29
348,P01_9,1839.5,1845.8,94
349,P01_9,1853.5,1855.7,94
350,P01_9,1857.7,1858.7,29
351,P01_9,1866.2,1867.2,29
352,P01_9,1867.3,1871.9,94
353,P01_9,1871.9,1877.0,34
354,P01_9,1886.0,1889.9,85
355,P01_9,1895.4,1902.5,34
356,P01_9,1907.3,1910.2,31
357,P01_9,1911.9,1922.0,94
358,P01_9,1923.4,1925.7,29
359,P01_9,1925.3,1929.3,94
360,P01_9,1929.1,1931.2,29
361,P01_9,1945.8,1949.2,94
362,P01_9,1933.1,1940.9,94
363,P01_9,1950.8,1960.6,94
364,P01_9,1968.3,1969.3,29
365,P01_9,1968.7,1969.7,29
366,P01_9,1977.1,1978.1,29
367,P01_9,1977.5,1978.5,85
368,P01_9,1977.5,1978.5,29
369,P01_9,1983.9,1994.2,94
370,P01_9,2004.9,2005.9,29
371,P01_9,2011.4,2019.8,94
372,P01_9,2020.9,2026.8,34
373,P01_9,2066.1,2072.8,34
374,P01_9,2080.4,2081.4,29
375,P01_33,475.9,477.2,28
376,P01_33,495.6,499.2,28
377,P01_33,509.4,511.8,28
378,P01_33,527.8,529.8,28
379,P01_33,544.6,553.7,28
380,P01_33,560.0,562.4,28
381,P01_33,590.9,593.3,28
382,P01_33,595.7,600.2,28
383,P01_33,601.3,605.9,28
384,P01_33,608.8,612.3,28
385,P01_33,654.5,682.4,28
386,P01_33,916.5,939.0,28
387,P01_33,1131.7,1153.6,28
388,P01_33,1191.3,1194.2,28
389,P01_33,1204.9,1207.6,28
390,P01_33,1216.4,1218.7,28
391,P01_33,1229.7,1232.0,28
392,P01_33,1262.1,1265.0,28
393,P01_33,1268.7,1271.5,28
394,P01_33,1385.6,1403.8,28
395,P01_33,1479.2,1491.8,28
396,P01_33,1612.6,1625.5,28
397,P01_33,1849.1,1860.4,28
398,P01_67,3.2,6.5,31
399,P01_67,30.4,52.4,28
400,P01_67,55.9,56.9,28
401,P01_67,71.3,75.6,28
402,P01_67,83.4,98.3,28
403,P01_67,104.3,120.8,28
404,P01_67,150.2,162.0,28
405,P01_67,168.8,179.7,85
406,P01_67,185.9,188.5,31
407,P01_67,194.2,197.1,28
408,P01_67,223.1,280.9,28
409,P01_67,291.8,315.3,28
410,P01_71,47.8,56.7,37
411,P01_71,47.8,56.7,16
412,P01_71,82.9,88.6,34
413,P01_71,95.0,106.4,34
414,P01_71,125.5,145.9,34
415,P01_71,198.3,204.0,34
416,P01_71,208.6,217.4,34
417,P01_71,230.7,252.8,34
418,P01_71,335.4,361.8,34
419,P01_71,484.5,510.4,34
420,P01_71,533.6,543.6,34
421,P01_71,549.2,554.2,34
422,P01_71,687.5,695.2,34
423,P01_71,762.6,775.3,34
424,P01_71,937.4,944.3,34
425,P01_71,1074.1,1075.1,34
426,P01_71,1098.0,1102.6,38
427,P01_71,1107.3,1112.7,85
428,P01_71,1118.5,1149.8,34
429,P01_71,1150.1,1155.0,34
430,P01_71,1298.1,1305.6,34
